REQ_NO,REQ_TYPE,CORP_NO,ERP_NUMBER,DESCRIPTOR,PART_NUMBER,PROPERTY_TERM,PROPERTY_VALUE,PROPERTY_UOM,PROP_FFT,DATA_TYPE,STATE,ORIGINATOR,BU_CDE,ORG_PLANT_CODE,ORG_PLANT_NAME,CREATE_DATE,UPDATED_BY,UPDATED_AT,ATTACHMENT,SHORT_FORMAT_DESCRIPTION,MATERIAL_TYPE,MATERIAL_GROUP,REVISION,USER_DETAIL,USER_PROFILE,DIVISION,PLANT,REQUEST_PLANT,REQUEST_DIVISION,MONTH,TASK_DURATION,SLA_DURATION,PURCHASE_ORDER_DESCRIPTION,ORIGINATING_DIVISION,PLANT_NAME,PLANT_GROUP,CATALOGUING_LEVEL
M-REQ-000114220,Creation Request,M000292395,738260,HUB,NULL,MATERIAL,ALLOY STEEL (0336),NULL,NULL,CONTROLLED_CONCEPT,Completed,RAMATSIMELE MPHAHLELE,GX,3370,Medupi Power Station,41:08.1,RAMATSIMELE MPHAHLELE,50:17.3,Coupling Hub ( Motor Side ).pdf,HUB:89087936;COUPLING;ALLOY STEEL (0336),SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,HUB: TYPE: COUPLING; DIMENSIONS: OD flange 611 X OD Boss 450 X LG 383 MM; MATERIAL: ALLOY STEEL (0336); OEM P/N: 89087936; COUPLING FOR MEDUPI BFP MOTOR ON THE MOTOR SIDE HUB; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).,GENERATION,Medupi Power Station,COAL FLEET,5
M-REQ-000114313,Creation Request,M000292468,738333,"NUT, COUPLING",NULL,MATERIAL,HIGH TENSILE STEEL,NULL,NULL,CONTROLLED_CONCEPT,Completed,Nellie Groenewald,GX,3210,Duvha Power Station,50:22.3,Nellie Groenewald,50:20.7,Part 23 - Material DCF - NUT COUPLING (2).pdf,NUT CPLG:OD 30 MM;RH 2.5;HT 16 MM;8.8,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"NUT, COUPLING: DIAMETER: OD 30 MM; THREAD: RH 2.5; HEIGHT: 16 MM; MATERIAL: HIGH TENSILE STEEL; GRADE: 8.8; SPECIFICATION: DIN 934; MANUF P/N: 7709705023; 23",GENERATION,Duvha Power Station,COAL FLEET,5
M-REQ-000114313,Creation Request,M000292468,738333,"NUT, COUPLING",NULL,MATERIAL,HIGH TENSILE STEEL,NULL,NULL,CONTROLLED_CONCEPT,Completed,Nellie Groenewald,GX,3210,Duvha Power Station,50:22.3,Nellie Groenewald,50:20.7,Part 23 - Material DCF - NUT COUPLING (1).pdf,NUT CPLG:OD 30 MM;RH 2.5;HT 16 MM;8.8,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"NUT, COUPLING: DIAMETER: OD 30 MM; THREAD: RH 2.5; HEIGHT: 16 MM; MATERIAL: HIGH TENSILE STEEL; GRADE: 8.8; SPECIFICATION: DIN 934; MANUF P/N: 7709705023; 23",GENERATION,Duvha Power Station,COAL FLEET,5
M-REQ-000113960,Creation Request,M000292286,738151,"LABEL, PRINTER",NULL,LABEL SIZE,WG 12MM X LG 8M,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,22:53.8,Louis Hattingh,30:26.9,NULL,LABEL PRNTR:STRONG 3;POLYESTER;YELLOW,NON-STOCK MATERIAL,T/S MRO Consumables,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"LABEL, PRINTER: TYPE: STRONG 3; MATERIAL: POLYESTER; LABEL SIZE: WG 12MM X LG 8M; COLOR: YELLOW; MANUF P/N: TZE S631; BLACK ON YELLOW",TRANSMISSION,Peaking,PEAKING,4
M-REQ-000116809,Creation Request,M000294584,740449,CUCUMBER,NULL,PACKAGE TYPE,INDIVIDUALLY WRAPPED WITH PLASTIC THEN PUT IN PAPER BOX,NULL,NULL,CONTROLLED_CONCEPT,Completed,IREEN MUSONDA,ESK,ESK,Eskom,35:09.4,IREEN MUSONDA,10:26.5,Material DCF - CUCUMBER ENGLISH.pdf,CUCUMBER:1 KG;ENGLISH FRESH;GRADE 1,NON-STOCK MATERIAL,G/Serv Cater Fruit,NULL,System Process,NULL,Corporate (CX),NULL,NULL,NULL,-,NULL,NULL,CUCUMBER: PACKAGE TYPE: INDIVIDUALLY WRAPPED WITH PLASTIC THEN PUT IN PAPER BOX; PACKAGE WEIGHT: 1 KG; TYPE: ENGLISH FRESH; PHYSICAL FORM: LONG STRAIGHT CYLINDRICAL OUTER GREEN SKIN WITH RIDGES; FOOD QUALITY: GRADE 1,CORPORATE,Eskom Academy of Learning,CORPORATE,4
M-REQ-000116201,Creation Request,M000293226,739091,SENSOR,NULL,RANGE,0 - 2000,PARTS PER BILLION,NULL,MEASURED_NUMBER,Completed,Rollet Manenzhe,ESK,ESK,Eskom,32:32.3,Rollet Manenzhe,55:11.9,SENSOR - OPTOCAP BR01 RANGE 0 - 2000PPB RATING InPro.pdf,SENSOR:52206403;OPTOCAP BR01;0 - 2000,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,SENSOR: TYPE: OPTOCAP BR01; RANGE: 0 - 2000 PPB; RATING: INPRO; OEM P/N: 52206403,GENERATION,Matimba Power Station,COAL FLEET,4
M-REQ-000112025,Creation Request,M000291778,737643,RELAY,NULL,ENCLOSURE RATING,TROPIC 2 PITCH,NULL,NULL,CONTROLLED_CONCEPT,Completed,Yvette Apolles,GX,3400,Koeberg Power Station,03:48.4,Yvette Apolles,50:17.2,TMA 222-2 SR.pdf,RELAY:DEFINITE TIME OVER CURRENT;125 VDC,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,RELAY: TYPE: DEFINITE TIME OVER CURRENT; COIL VOLTAGE: 125 VDC; CONTACT ARRANGEMENT: 2 REVERSERS; CONTACT RATING: 5 AMPS; ACTION: 2SPDT; TERMINAL: 17 PIN; MOUNT: SLIDE IN HOUSING; ENCLOSURE RATING: TROPIC 2 PITCH; SUPPL P/N: TMA222-2 HIGH STEP ( 8 TO 63A & 0.13 TO 1.3 S ) LOW STEP: 3 TO 5A & 6 TO 60 S) SR; NEW STOCK APPLICATIOSAFETY RELATED RELAYS (292/88Q) WILL BE ENGRAVED WITH SR  ( PROTECTION RELAY FOR CLEAR IDENTIFICATION),GENERATION,Koeberg Power Station,NUCLEAR,4
M-REQ-000112004,Creation Request,M000291742,737607,ARM ASSEMBLY,NULL,DIMENSIONS,LG 1441.5 X WD 500 X HT 500,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,06:08.3,Jabu Mchunu,10:22.2,NULL,ARM ASSY:DVHBLR1-6AH222NN;MILD STEEL,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,ARM ASSEMBLY: TYPE: STRIKER ARM MECHANISM; DIMENSIONS: LG 1441.5 X WD 500 X HT 500 MM; MATERIAL: MILD STEEL; FASTENING METHOD: BOLTED; OEM P/N: DVHBLR1-6AH222NN; DRAWING NO: 1Z3411/1; MODEL NO: 201 TO 309,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000114020,Creation Request,M000292327,738192,"BLOCK, CONTACT",NULL,CIRCUIT,3,NULL,NULL,MEASURED_NUMBER,Completed,Yvette Apolles,GX,3400,Koeberg Power Station,43:48.1,Yvette Apolles,00:31.4,NSA BLOCK CONTACT.pdf,BLOCK CONTCT:AUXILIARY;660 V;3 ;3NO 1NC,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BLOCK, CONTACT: TYPE: AUXILIARY; POTENTIAL: 660 V; CIRCUIT: 3 ; CONTACT ARRANGEMENT: 3NO 1NC; TERMINAL: SCREW; SUPPL P/N: LA1F311",GENERATION,Koeberg Power Station,NUCLEAR,4
M-REQ-000119026,Creation Request,M000296161,742026,STICKER,NULL,MATERIAL,TRAFFOLYTE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,41:58.0,Louis Hattingh,00:57.6,NULL,STICKER:DAS2/ATL T SIDE BB 1 SF6 COMP.7,NON-STOCK MATERIAL,T/S MRO Sgn & Lbl,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"STICKER: TYPE: DAS2/ATL T SIDE BB 1 SF6 COMP.7; DIMENSIONS: WD 20 X LG 80 MM; DESIGNATION: ENGRAVED; MATERIAL: TRAFFOLYTE; SHAPE: RECTANGULAR; WHITE BACKGROUND, BLACK LETTERING; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",TRANSMISSION,Power Delivery Projects,CORPORATE,4
M-REQ-000122192,Creation Request,M000297936,743801,"BEARING, SLEEVE",NULL,TYPE,SAFL DE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,22:16.0,Jabu Mchunu,42:14.3,NULL,BRG SLV:GVLBLR5FD22;SAFL DE;ID 216 MM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BEARING, SLEEVE: TYPE: SAFL DE; INSIDE DIAMETER: 216 MM; OUTSIDE DIAMETER: 254 MM; LENGTH: 203 MM; MATERIAL: STEEL-LINED WITH WHITE METAL; OEM P/N: GVLBLR5FD22; DRAWING NO: A0.814.007525",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000122405,Creation Request,M000298488,744353,STRIP,NULL,LENGTH,3.54,METER,NULL,MEASURED_NUMBER,Completed,GUNTER DEIM,ESK,ESK,Eskom,01:07.6,GUNTER DEIM,41:01.5,NULL,STRIP:GMD6431697P1452;GMD6431697P1454;SS,SPARE PARTS,GX Plnt T/bns,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"STRIP: TYPE: RD 5P SEALING; WIDTH: 7.3 MM; LENGTH: 3.54 M; THICKNESS: 0.5 MM; MATERIAL: STAINLESS STEEL; APPLICATION: IP11 ROTATING ROW 14; OEM P/N: GMD6431697P1452, OEM: GE STEAM POWER SERVICE; GMD6431697P1454, OEM: GE STEAM POWER SERVICE; DRAWING NO: GMD6431697R0002/1452; GMD6431697R0002/1454; REFERENCE NO: HSTR= 7.3DSTR=1063.1RH14",GENERATION,Kusile Power Station,COAL FLEET,4
M-REQ-000111572,Creation Request,M000291568,737433,RELAY,NULL,CONTACT ARRANGEMENT,2 REVERSERS,NULL,NULL,CONTROLLED_CONCEPT,Completed,Yvette Apolles,GX,3400,Koeberg Power Station,07:52.5,Yvette Apolles,21:29.4,TMV110.pdf,RELAY:DEFINITE TIME OVER CURRENT;125 VDC,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,RELAY: TYPE: DEFINITE TIME OVER CURRENT; COIL VOLTAGE: 125 VDC; CONTACT ARRANGEMENT: 2 REVERSERS; CONTACT RATING: 5 AMPS; ACTION: 2 SPDT; TERMINAL: 11 PIN; MOUNT: SLIDE IN HOUSING; ENCLOSURE RATING: TROPIC 1 PITCH; SUPPL P/N: TMV110 ( 30-58.5 V); THE CLASSIFICATION IS 293/88Q FOR NON -SAFETY FUNCTION RELAYS OF  1/2 LGA /B/C/D001TB & 9 LGE/F/I001TB. ENGRAVE NSF IN CAPITAL LETTERS ON THE FRONT AND REAR OF THE PROTECTION RELAY FOR CLEAR IDENTIFICATION,GENERATION,Koeberg Power Station,NUCLEAR,4
M-REQ-000127838,Creation Request,M000299295,745160,"SIGN, SAFETY",NULL,INSCRIPTION COLOR,WHITE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,24:12.0,Louis Hattingh,52:16.6,NULL,SIGN SFTY:DIRECTIONAL;ALUMINIUM;GREEN,NON-STOCK MATERIAL,T/S MRO Sgn & Lbl,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"SIGN, SAFETY: DISPLAY: ZONE 14;ARR0W RIGHT;ZONE 15;ARROW LEFT; TYPE: DIRECTIONAL; DIMENSIONS: WD 200 X LG 200 X THK 3 MM; MATERIAL: ALUMINIUM; COLOR: GREEN; SHAPE: SQUARE; INSCRIPTION HEIGHT: WD 15 X HT 70 MM; INSCRIPTION COLOR: WHITE; COMPOSITE; WHITE S/S (0.3MM SKIN); HOLES IN BOARD TO BE 40MM FROM TOP IN CENTRE AND 40MM FROM BOTTOM IN CENTRE; 3MM HOLE DIAMETER",UNCATEGORISED,Western Region,DISTRIBUTION,4
M-REQ-000118521,Creation Request,M000294890,740755,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,55:17.3,Jabu Mchunu,21:58.8,NULL,"MOD, ELEC:TRANSFOMER;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: TRANSFOMER; VOLTAGE: 220 V; MANUF P/N: 5517010562-DUAL UPS 1-DT320876-L12-1721; K4 FGD - DUAL UPS 1 - 44 BRD 10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000112017,Creation Request,M000291748,737613,"GAUGE, COATING THICKNESS",NULL,MEASUREMENT RANGE,0 - 2,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,GX,GX,Generation,29:04.9,Jabu Mchunu,40:14.0,Material DCF - GAUGE COATING THICKNESS.pdf,GAUGE COATG THK:DFT;0 - 2 MM;3%;PLASTIC,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"GAUGE, COATING THICKNESS: TYPE: DFT; MEASUREMENT RANGE: 0 - 2 MM; ACCURACY: 3%; MATERIAL: PLASTIC; DIMENSIONS: WD 70 X LG 100 X THK 30 MM; LARGER 2.8"" IMPACT RESISTANT COLOR TOUCHSCREEN WITH REDESIGNED KEYPAD FOR QUICK MENU 
 NAVIGATION, WEATHERPROOF, DUSTPROOF, AND WATER-RESISTANT—IP65-RATED ENCLOSURE, USB, WIFI, AND BLUETOOTH CONNECTIVITY TO POSISOFT PC, MAC, AND SMARTPHONE SOFTWARE
 IP65 RATED DUST AND WATER PROOF. SUPPLIER MUST SUBMIT FULL TECHNICAL SPECIFICATION OF THE PRODUCT DURING THE RFQ SUBMISSION.",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000120747,Creation Request,M000297131,742996,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,58:20.9,Jabu Mchunu,46:12.2,NULL,"MOD, ELEC:DFVU-00;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: DFVU-00; VOLTAGE: 220 V; MANUF P/N: 691119000-DUAL UPS 1-DT320876-L16-0176; K6 FGD - DUAL UPS 1 - 64 BRD 10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000112017,Creation Request,M000291748,737613,"GAUGE, COATING THICKNESS",NULL,MEASUREMENT RANGE,0 - 2,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,GX,GX,Generation,29:04.9,Jabu Mchunu,40:14.0,Material DCF - GAUGE COATING THICKNESS.pdf,GAUGE COATG THK:DFT;0 - 2 MM;3%;PLASTIC,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Corporate (CX),NULL,NULL,NULL,-,NULL,NULL,"GAUGE, COATING THICKNESS: TYPE: DFT; MEASUREMENT RANGE: 0 - 2 MM; ACCURACY: 3%; MATERIAL: PLASTIC; DIMENSIONS: WD 70 X LG 100 X THK 30 MM; LARGER 2.8"" IMPACT RESISTANT COLOR TOUCHSCREEN WITH REDESIGNED KEYPAD FOR QUICK MENU 
 NAVIGATION, WEATHERPROOF, DUSTPROOF, AND WATER-RESISTANT—IP65-RATED ENCLOSURE, USB, WIFI, AND BLUETOOTH CONNECTIVITY TO POSISOFT PC, MAC, AND SMARTPHONE SOFTWARE
 IP65 RATED DUST AND WATER PROOF. SUPPLIER MUST SUBMIT FULL TECHNICAL SPECIFICATION OF THE PRODUCT DURING THE RFQ SUBMISSION.",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000119874,Creation Request,M000296562,742427,"TAP SET, THREAD CUTTING",NULL,CARRY CASE,PLASTIC,NULL,NULL,CONTROLLED_CONCEPT,Completed,Chris Wolfaardt,ESK,ESK,Eskom,41:41.7,Chris Wolfaardt,31:21.1,NULL,TAP SET THRD CUT:M72 X 2;METRIC;3,PROD. RESOURCES/TOOLS,T/S MRO H/Tool,NULL,System Process,NULL,Eskom Rotek Industries (ERI),NULL,NULL,NULL,-,NULL,NULL,"TAP SET, THREAD CUTTING: TAP SIZE: M72 X 2; THREAD: METRIC; MATERIAL: HIGH SPEED STEEL; QUANTITY: 3; TYPE: HAND SQUARE; THREAD DIRECTION: CLOCKWISE; CARRY CASE: PLASTIC",ERI,Eskom Rotek Industries,CORPORATE,5
M-REQ-000130268,Creation Request,M000300103,745968,"MODULE, ELECTRONIC",NULL,VOLTAGE,400,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,04:45.8,Jabu Mchunu,23:34.2,NULL,"MOD, ELEC:400 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: BYPASS SWITCH 3 PHASES 150A + 4 POSITIONS PADLOCKABLE HANDLE; VOLTAGE: 400 V; MANUF P/N: 5640300097- UPS 1-DT582613-L15-1869; WATER TREATMENT BUILDING C&I 1 -  UPS 1 - 00 BRS 05 - 40KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000126088,Creation Request,M000299154,745019,PIN,NULL,TYPE,ROUND,NULL,NULL,CONTROLLED_CONCEPT,Completed,Hennie Barnard,GX,3340,Grootvlei Power Station,44:07.3,Hennie Barnard,00:30.4,NULL,PIN:W   123119R0001-5;ROUND;18 MM;LG 65,SPARE PARTS,GX Plnt Generator,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"PIN: TYPE: ROUND; DIAMETER: 18 MM; LENGTH: 65 MM; OEM P/N: W   123119R0001-5, OEM: GE STEAM POWER SERVICE; DRAWING NO: W   123119P0004",GENERATION,Grootvlei Power Station,COAL FLEET,3
M-REQ-000118407,Creation Request,M000295047,740912,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,52:42.2,Jabu Mchunu,41:52.7,NULL,"MOD, ELEC:DC FILTER;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: DC FILTER; VOLTAGE: 220 V; MANUF P/N: 5049000132-DUAL UPS 2-DT320876-L12-1024; K4 ACC - DUAL UPS 2 - 42 BRD 20  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000131070,Creation Request,M000300606,746471,ASSEMBLY,NULL,APPLICATION,USE ON EFP HPT PK 300-350,NULL,NULL,CONTROLLED_CONCEPT,Completed,Keabotsoe Segone,ESK,ESK,Eskom,47:40.5,Keabotsoe Segone,33:12.0,Material DCF - ASSEMBLY (1).pdf,ASSY:ROTATING ELEMENT,SPARE PARTS,GX Plnt Blrs,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"ASSEMBLY: TYPE: ROTATING ELEMENT; APPLICATION: USE ON EFP HPT PK 300-350; DRAWING NO: 0-104.602.535; REFERENCE NO: EQP 529276; E.F.P. HPT PK 300-350, CONSISTS OF ALL ROTATING COMPONENTS, BALANCED COMPLETE TO ISO 1940 G2.5",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000114312,Creation Request,M000292486,738351,"RAIL, RAILROAD",NULL,WEIGHT,60,KILOGRAM,NULL,MEASURED_NUMBER,Completed,Collen Mmope,ESK,ESK,Eskom,48:56.6,Collen Mmope,00:29.6,Material DCF - RAIL RAILROAD UnderStaithe 10kg per m 1.pdf,RAIL RAILRD:LG 6 M;HOT ROLLED STEEL;60,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"RAIL, RAILROAD: LENGTH: 6 M; MATERIAL: HOT ROLLED STEEL; WEIGHT: 60 KG; GRADE 700, 10KG/M",GENERATION,Arnot Power Station,COAL FLEET,4
M-REQ-000117975,Creation Request,M000295052,740917,"MODULE, ELECTRONIC",NULL,TYPE,EMIF-02,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,42:54.1,Jabu Mchunu,40:09.1,NULL,"MOD, ELEC:EMIF-02;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: EMIF-02; VOLTAGE: 220 V; MANUF P/N: 6911690002-DUAL UPS 2-DT320876-L12-2005; K2 FGD - DUAL UPS 2 - 24 BRD 20  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000122315,Creation Request,M000297994,743859,DISC,NULL,DIMENSIONS,OD 256 X ID 152 X THK 89.9,MILLIMETER,NULL,MEASURED_NUMBER,Completed,OLORATO MOTHOBI,GX,3230,Kendal Power Station,37:31.8,OLORATO MOTHOBI,50:19.6,56 - DISC.pdf,DISC:SP42284/12;THRUST;CARBON,SPARE PARTS,GX Plnt Blrs,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,DISC: TYPE: THRUST; DIMENSIONS: OD 256 X ID 152 X THK 89.9 MM; MATERIAL: CARBON; OEM P/N: SP42284/12,GENERATION,Kendal Power Station,COAL FLEET,5
M-REQ-000119631,Creation Request,M000296395,742260,"BEARING, SLEEVE",NULL,INSIDE DIAMETER,102,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,52:20.0,Jabu Mchunu,00:42.2,NULL,BRG SLV:KRLBLR1-3PA23;SAFL NDE;ID 102 MM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BEARING, SLEEVE: TYPE: SAFL NDE; INSIDE DIAMETER: 102 MM; OUTSIDE DIAMETER: 203 MM; LENGTH: 105 MM; MATERIAL: CAST STEEL-LINED WITH WHITE METAL; OEM P/N: KRLBLR1-3PA23; DRAWING NO: FCY 1164/E",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000114691,Creation Request,M000292600,738465,SOFTWARE,NULL,FORMAT,ELECTRONIC LICENSE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,50:47.9,Louis Hattingh,00:44.6,NULL,SOFTWARE:E-TERRAEMS;CORE SCADA,NON-STOCK MATERIAL,ICT S/Ware,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"SOFTWARE: TRADE NAME: E-TERRAEMS; TYPE: CORE SCADA; FORMAT: ELECTRONIC LICENSE; HABITAT,SCADA, BROWSER, CONTROL, SOURCE. TRANSMISSION POINTS: 525000;  BROWSER USERS: 20",TRANSMISSION,System Operator,CORPORATE,4
M-REQ-000114296,Creation Request,M000292436,738301,"TRANSMITTER, PRESSURE",NULL,CONNECTION,RC 1/4INCH,NULL,NULL,CONTROLLED_CONCEPT,Completed,MOLEBOGENG MALOKA,GX,3290,Tutuka Power Station,19:59.0,MOLEBOGENG MALOKA,00:23.7,20240315080743.pdf,TRANSMITTER PRESS:2.5 to 500 KPA;24 V,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"TRANSMITTER, PRESSURE: RANGE: 2.5 to 500 KPA; OUTPUT: 4-20 MA; SUPPLY: 24 V; CONNECTION: RC 1/4INCH; ELECTRICAL CONNECTION: M20 FEMALE; BODY MATERIAL: CAST ALUMINIUM ALLOY; TYPE: DIFFERENTIAL PRESSURE; APPLICATION: PRESSURE; MOUNT: BRACKET; SUPPL P/N: EXJ110A-JHS0G-B19EM/M01/N",GENERATION,Tutuka Power Station,COAL FLEET,4
M-REQ-000111529,Creation Request,M000291516,737381,SWITCH,NULL,CONTACT ARRANGEMENT,1NO,NULL,NULL,CONTROLLED_CONCEPT,Completed,MOLEBOGENG MALOKA,GX,3290,Tutuka Power Station,41:42.4,MOLEBOGENG MALOKA,40:25.2,20240220090028.pdf,SWITCH:DUST;220 VAC;3 A;1NO;10AMP;PANEL,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,SWITCH: TYPE: DUST; POTENTIAL: 220 VAC; CURRENT: 3 A; CONTACT ARRANGEMENT: 1NO; ACTION: SINGLE PHASE/ 2 THROWS; CONTACT RATING: 10AMP; MOUNT: PANEL; APPLICATION: POSITION SELECTION; SPECIFICATION: IEC 60947-5-1,GENERATION,Tutuka Power Station,COAL FLEET,4
